study	name	release_date
8178	American National Election Study, 1984: 1983 Pilot Study	1984-06-19 00:00:00
8179	Census of Governments, 1977:  Bargaining Units Summary Statistics	1984-05-03 00:00:00
8180	Arrests Without Conviction, 1979-1980:  Jacksonville and San Diego	1985-05-24 00:00:00
8181	National Survey of Family Growth, Cycle II, 1976: Interval File	1984-07-12 00:00:00
8182	National Health and Nutrition Examination Survey II, 1976-1980: Medical History Ages 6 Months-11 Years	1984-07-12 00:00:00
8183	National Health and Nutrition Examination Survey II, 1976-1980: Medical History Ages 12-74 Years	1984-07-13 00:00:00
8185	Calling the Police:  Citizen Reporting of Serious Crime, 1979	1985-03-18 00:00:00
8186	Forensic Evidence and the Police, 1976-1980	1985-05-24 00:00:00
8187	State and Metropolitan Area Data Book [United States]: 1982	1984-07-12 00:00:00
8188	Words and Deeds in Soviet Military Expenditures, 1955-1983	1985-12-20 00:00:00
8189	Detroit Area Study, 1977:  Attitude-Behavior Consistency and Attribution of Responsibility	1984-07-12 00:00:00
8190	Detroit Area Study 1978: A Study of the Family	1985-03-18 00:00:00
8191	Annual Housing Survey, 1980 [United States]:  National File	1984-07-12 00:00:00
8192	Current Population Survey: Annual Demographic File, 1983	1984-07-12 00:00:00
8193	Current Population Survey:  Voter Supplement File, 1982	1984-07-12 00:00:00
8194	Annual Housing Survey, 1978 [United States]:  National File	1984-07-12 00:00:00
8196	British Election Study: May 1979, Cross-Section	1984-07-12 00:00:00
8197	World Tables of Economic and Social Indicators, 1950-1981	1984-07-12 00:00:00
8199	Federal Budget Outlays, 1971-1980 [United States] 	1984-07-13 00:00:00
8200	Social Composition of Detroit, 1880-1900	1984-07-12 00:00:00
8201	Survey of Fishing, Hunting, and Wildlife-Associated Recreation, 1980	1984-07-13 00:00:00
8203	National Jail Census, 1983	1985-01-11 00:00:00
8205	Juvenile Detention and Correctional Facility Census, 1982-1983	1985-01-11 00:00:00
8206	Party Elites in the United States, 1974:  Democratic Mid-Term Conference Delegates and Sanford Commission Members 	1988-01-06 00:00:00
8207	Party Elites in the United States, 1976: Democratic National Convention Delegates	1988-01-06 00:00:00
8208	Party Elites in the United States, 1978:  Democratic Mid-Term Conference Delegates 	1988-03-16 00:00:00
8209	Party Elites in the United States, 1980:  Republican and Democratic Party Leaders	1988-03-16 00:00:00
8210	Census of Population and Housing, 1980 [United States]: Public Use Microdata Sample (A Sample): 1/1000 Sample	1984-07-13 00:00:00
8211	Census of Population and Housing, 1980 [United States]: Public Use Microdata Sample (B Sample): 1/1000 Sample	1984-11-12 00:00:00
8212	Census of Population and Housing, 1980 [United States]: Public Use Microdata Sample (C Sample): 1/1000 Sample	1984-11-12 00:00:00
8214	Uniform Crime Reports: National Time-Series Community-Level Database, 1967-1980	1984-07-13 00:00:00
8215	Reactions to Crime in Atlanta and Chicago, 1979-1980  	1985-01-11 00:00:00
8217	Effectiveness of Police Response: Denver, 1982	1985-01-11 00:00:00
8218	Chicago Lawyers Survey, 1975	1985-01-11 00:00:00
8219	Prosecutor's Management and Information System (PROMIS), New Orleans, 1979	1984-11-14 00:00:00
8220	National Survey of Personal Health Practices and Consequences [United States], 1979-1980	1984-07-16 00:00:00
8222	Crime Days Precursors Study:  Baltimore, 1952-1976	1985-03-18 00:00:00
8223	Health Interview Survey, 1980	1984-07-12 00:00:00
8224	Mortality Detail File: External Cause Extract, 1968-1978, 1979-1980	1984-07-12 00:00:00
8225	Prosecutor's Management Information System (PROMIS), St. Louis, 1979	1985-01-11 00:00:00
8226	Early Identification of the Chronic Offender, [1978-1980:  California]   	1985-12-20 00:00:00
8228	Criminal Victimization of District of Columbia Residents and Capitol Hill Employees, 1982-1983	1985-12-20 00:00:00
8229	Census of Population and Housing, 1980 [United States]:  Summary Tape File 4B Extract	1984-07-13 00:00:00
8231	Annual Housing Survey, 1981 [United States]:  National Core File	1984-07-13 00:00:00
8232	Annual Housing Survey, 1981 [United States]:  National File	1984-07-13 00:00:00
8233	National Election Studies Method Comparison Project, 1982	1984-07-12 00:00:00
8234	Euro-barometer 20:  Aid to Developing Nations, October 1983	1985-01-11 00:00:00
8235	Consumer Expenditure Survey, 1980-1981:  Diary Survey  	1984-11-14 00:00:00
8236	Census of Population, 1940 [United States]: Public Use Microdata Sample	1984-11-12 00:00:00
8237	National Health and Nutrition Examination Survey II, 1976-1980: Health History Supplement Ages 12-74 Years	1984-07-12 00:00:00
8238	Campaign Expenditures in the United States, 1981-1982	1984-07-13 00:00:00
8239	National Medical Care Utilization and Expenditure Survey, 1980	1984-07-12 00:00:00
8240	Family Time Use:  An Eleven-state Urban/Rural Comparison, 1978	1985-01-11 00:00:00
8242	Electoral and Demographic Data, 1848-1876:  Massachusetts	1984-07-16 00:00:00
8243	CBS News/New York Times National Surveys, 1983	1984-07-13 00:00:00
8244	National Survey of Access to Medical Care, 1982	1984-07-12 00:00:00
8245	Community Hospital Program (CHP) Access Impact Evaluation Surveys, 1978-1979, 1981	1985-12-20 00:00:00
8246	Continuation of Services Funded Under Title III of the Older Americans Act of 1965	1985-05-24 00:00:00
8247	International Almanac of Electoral History, 1981	1984-11-12 00:00:00
8248	Offender Based Transaction Statistics (OBTS), 1980: California, Ohio, New York, Pennsylvania, and Utah	1984-07-12 00:00:00
8249	Criminal Justice Response to Victim Harm in the United States, 1981	1989-09-26 00:00:00
8250	Specific Deterrent Effects of Arrest for Domestic Assault: Minneapolis, 1981-1982	1984-11-14 00:00:00
8251	Census of Population, 1950 [United States]: Public Use Microdata Sample	1984-11-12 00:00:00
8252	Judicial Selection and Judicial Administration Innovations in the United States, 1970-1979	1984-11-12 00:00:00
8253	Media Access to the Presidency: 1974-1977	1984-11-14 00:00:00
8254	Search Warrant Procedures in Seven Cities, 1984:  [United States] 	1985-10-09 00:00:00
8255	Youths and Deterrence:  Columbia, South Carolina, 1979-1981  	1986-06-06 00:00:00
8256	County and City Data Book [United States], 1983	1984-07-17 00:00:00
8257	Annual Housing Survey, 1980 [United States]: SMSA Files	1985-01-11 00:00:00
8258	Census of Population and Housing, 1980 [United States]:  Master Area Reference File (MARF) 2 	1984-07-17 00:00:00
8259	Cost Effectiveness of Misdemeanant Probation in Hamilton County, Ohio, 1981-1982	1985-10-09 00:00:00
8260	Influence of Sanctions and Opportunities on Rates of Bank Robbery, 1970-1975:  [United States]	1987-10-12 00:00:00
8261	Age Cohort Arrest Rates, 1970-1980	1985-03-18 00:00:00
8262	State Appellate Court Adaptation to Caseload Increase, 1968-1984: [United States]	1988-10-25 00:00:00
8263	Euro-barometer 21:  Political Cleavages in the European Community, April 1984	1985-05-24 00:00:00
8264	Annual Housing Survey, 1979 [United States]: SMSA Files	1985-07-22 00:00:00
8265	Current Population Survey, April 1983	1984-11-13 00:00:00
8266	Current Population Survey, January 1983	1984-11-14 00:00:00
8267	Current Population Survey, March/April 1982 Match Files:  Alimony and Child Support	1984-11-13 00:00:00
8268	Census of Governments, 1982:  Governmental Organization File	1985-01-11 00:00:00
8269	Current Population Survey, March 1981:  After-Tax Money Income Estimates	1984-11-14 00:00:00
8274	Survey of Inmates in Local Jails, 1983:  [United States]	1985-10-09 00:00:00
8275	Census of Urban Crime, 1970	1985-01-11 00:00:00
8276	Evaluation of Intensive Probation in Milwaukee, 1980-1981	1985-10-09 00:00:00
8277	Offender Based Transaction Statistics (OBTS), 1981: California, Ohio, Pennsylvania, Utah, Minnesota, New York, and Virginia	1984-11-14 00:00:00
8278	Effects of Determinant Sentencing on Institutional Climate and Prison Administration:  Connecticut, Minnesota, Illinois, 1981-1983	1985-03-18 00:00:00
8279	Adult Criminal Careers, Michigan:  1974-1977 	1984-11-14 00:00:00
8281	State Party Organizations, 1960-1980:  [United States]	1989-12-15 00:00:00
8282	Census of Population and Housing, 1980 [United States]:  Summary Tape File 4A	1984-11-14 00:00:00
8284	Survey of Public Interest Group Members, 1982	1984-11-13 00:00:00
8285	Annual Housing Survey, 1981 [United States]: SMSA Files	1984-11-13 00:00:00
8286	Annual Survey of Governments, 1982:  Employment Statistics	1985-01-11 00:00:00
8287	Higher Education General Information Survey (HEGIS), 1981-1982: Degrees Conferred	1985-03-18 00:00:00
8288	Prosecutor's Management Information System (PROMIS), Rhode Island, 1979	1985-01-11 00:00:00
8289	Higher Education General Information Survey (HEGIS), 1982-1983:  Faculty Compensation    	1985-01-11 00:00:00
8290	Higher Education General Information Survey (HEGIS) XVII:  Financial Statistics of Institutions of Higher Education for Fiscal Year Ending 1982 	1985-01-11 00:00:00
8291	Higher Education General Information Survey (HEGIS) XVIII:  Institutional Characteristics of Colleges and Universities, 1983-1984	1985-01-11 00:00:00
8292	Higher Education General Information Survey (HEGIS), 1982:  Fall Enrollment    	1985-01-11 00:00:00
8293	Higher Education General Information Survey (HEGIS), 1981:  Residence and Migration	1985-03-18 00:00:00
8295	National Crime Surveys:  Index of Crime Severity, 1977	1987-01-12 00:00:00
8296	National Recreation Survey, 1982-1983:  [United States]	1985-05-24 00:00:00
8297	High School and Beyond, 1980:  Sophomore and Senior Cohort First Follow-Up (1982)	1984-11-14 00:00:00
8298	American National Election Study, 1984	1985-01-11 00:00:00
8299	Cost of Living in the United States, 1917-1919	1985-01-11 00:00:00
8300	Current Population Survey:  Annual Demographic File, 1984	1985-01-11 00:00:00
8301	National Study of Internal Medicine, Physician Practice Study, Phase III, 1981	1985-05-24 00:00:00
8302	National School Health Services Program Evaluation, 1981-1982	1986-06-06 00:00:00
8303	International Conflict Episodes, 1945-1979	1986-04-28 00:00:00
8307	Felony Prosecution and Sentencing in North Carolina, 1981-1982	1985-10-09 00:00:00
8309	Cost of Providing Transportation and In-home Services to the Elderly, 1982-1983	1985-01-11 00:00:00
8310	Annual Housing Survey, 1982 [United States]: SMSA Files	1985-01-11 00:00:00
8312	State Legislative Conference Committees, 1975-1979	1985-01-11 00:00:00
8313	World Debt Tables, 1970-1992	1985-03-18 00:00:00
8314	County Statistics File 1 (CO-STAT): [United States]	1985-03-18 00:00:00
8315	National Crime Surveys Extract:  Personal Crime Longitudinal Files, 1976-1982	1985-05-24 00:00:00
8316	National Crime Surveys: Victim Risk Supplement, 1983  	1985-12-20 00:00:00
8317	Survey of Income and Program Participation (SIPP) [1984 Panel]	1985-05-30 00:00:00
8318	Census of Population and Housing, 1980 [United States]: Summary Tape File 3B	1985-01-11 00:00:00
8319	Health Interview Survey, 1981	1985-03-15 00:00:00
8320	International Data Base, World Population:  1983 Extract	1985-05-24 00:00:00
8321	Current Population Survey, June 1983:  Fertility and Birth Expectations	1985-05-24 00:00:00
8322	Annual Housing Survey, 1977 [United States]:  Travel-to-Work [SMSAs]	1985-05-24 00:00:00
8323	Census of Population and Housing, 1980 [United States]:  Master Area Reference File (MARF) 5	1985-03-18 00:00:00
8324	Current Population Survey, March 1982:  After-Tax Money Income Estimates	1985-05-24 00:00:00
8325	National Medical Care Expenditure Survey, 1977	1985-10-09 00:00:00
8327	Pennsylvania Sentencing Data, 1977, 1980, 1983	1985-05-24 00:00:00
8328	National Survey of Family Growth, Cycle III, 1982	1985-05-24 00:00:00
8329	Annual Survey of Governments, 1982:  Finance Statistics	1985-03-18 00:00:00
8330	Current Population Survey, March 1983:  After-Tax Money Income Estimates	1985-05-24 00:00:00
8331	Annual Housing Survey, 1983 [United States]: National Core File	1985-03-18 00:00:00
8332	Current Population Survey, March 1983:  Estimates of Noncash Benefit Values	1985-05-24 00:00:00
8333	General Revenue Sharing, 1982 Population Estimates	1985-05-24 00:00:00
8334	Marion County [Oregon] Youth Study, 1964-1979  	1985-05-24 00:00:00
8335	Current Population Survey, May 1983:  Pension and Retirement Plan Coverage	1985-05-24 00:00:00
8336	Health Interview Survey, 1971	1985-05-28 00:00:00
8337	Health Interview Survey, 1972	1985-05-28 00:00:00
8338	Health Interview Survey, 1973	1985-05-28 00:00:00
8339	Health Interview Survey, 1974	1985-05-28 00:00:00
8340	Health Interview Survey, 1976	1985-05-28 00:00:00
8341	Census of Population and Housing, 1980 [United States]:  Group Quarters Population by Age, Sex, Race and Spanish Origin	1985-03-18 00:00:00
8342	Census of Population and Housing, 1970 [United States]: Persons in Institutions and Other Group Quarters By Age, Sex, Race, and Spanish Origin	1985-03-18 00:00:00
8343	Prohibition Movement in the United States, 1801-1920	1985-05-24 00:00:00
8344	Retirement History Longitudinal Survey, 1979	1985-03-15 00:00:00
8345	Current Population Survey, March/April 1979 Match File	1985-05-24 00:00:00
8346	Federal Information Processing Standards (FIPS) 55, [1984]	1985-05-24 00:00:00
8347	Food Service Delivery Systems Used in Providing Nutrition Services to the Elderly	1985-05-24 00:00:00
8348	County Business Patterns, 1981 [United States]: U.S. Summary, State, and County Data	1985-05-24 00:00:00
8349	Current Population Survey, June 1979	1985-05-24 00:00:00
8350	Political Participation: An International Social Science Council (ISSC) Workbook in Comparative Analysis	1986-08-18 00:00:00
8352	German Election Study, 1983	1986-04-28 00:00:00
8353	United States Microdata Samples Extract File, 1940-1980:  Demographics of Aging	1985-12-20 00:00:00
8354	The Evangelical Voter in the United States, 1983	1986-04-28 00:00:00
8355	Alternative Probation Strategies in Baltimore, Maryland	1985-03-18 00:00:00
8356	Drinking and Driving:  A Survey of Licensed Drivers in the United States, 1983    	1985-03-18 00:00:00
8357	Armed Criminals in America:  A Survey of Incarcerated Felons, 1983	1985-05-24 00:00:00
8358	Judicial Decision Guidelines for Bail:  The Philadelphia Experiment, 1981-1982	1985-05-24 00:00:00
8359	Learning Deficiencies Among Adult Inmates, 1982:  Louisiana, Pennsylvania, and Washington	1985-05-24 00:00:00
8360	County Business Patterns, 1982 [United States]:  U.S. Summary, State, and County Data	1985-05-24 00:00:00
8361	Current Population Survey, October 1983:  School Enrollment	1985-05-24 00:00:00
8362	National Assessment of Criminal Justice Needs, 1983:  [United States]	1985-05-24 00:00:00
8363	National Corrections Reporting Program, 1983	1986-06-06 00:00:00
8364	Euro-barometer 22: Energy Problems and the Atlantic Alliance, October 1984	1986-08-18 00:00:00
8365	General Social Survey [United States] and German Social Survey (ALLBUS) Combined Files, 1982 	1985-05-24 00:00:00
8366	The New York Times National Surveys, 1983	1985-05-24 00:00:00
8367	Convention Delegate Study, 1980 [United States]	1985-12-20 00:00:00
8368	CBS News Election Day Surveys, 1984:  State Surveys	1985-05-24 00:00:00
8369	Geographic Names Information System:  National Geographic Names Data Base, Populated Places in the United States	1988-06-01 00:00:00
