study	code	description
8405	I.A.1.c	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1980 Census
8406	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8407	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8408	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8409	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
8410	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
8411	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
8412	XVI.A	Social Indicators, United States
8413	XVI.B	Social Indicators, Nations Other Than the United States
8415	IX	Health Care and Health Facilities
8416	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
8417	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8418	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8419	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
8420	I.A.2	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Housing Survey Series
8421	III.A	Conflict, Aggression, Violence, Wars, Conflict and Stability Within Nations
8422	II.C	Community and Urban Studies, Historical Urban and Community Structure Studies
8423	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8424	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
8425	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
8426	I.A.1.c	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1980 Census
8427	I.A.1.a	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1790-1960 Censuses
8428	I.A.1.a	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1790-1960 Censuses
8429	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8430	X.A.1	Instructional Packages and Computer Programs, Instructional Packages, SETUPS
8431	XIV.A.1	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Primaries, Conventions, and Campaigns
8432	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8433	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
8434	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
8436	XVII.A	Social Institutions and Behavior, Minorities and Race Relations
8437	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8438	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8439	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8440	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8441	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
8442	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
8443	V.A	Education, United States
8444	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8445	II.C	Community and Urban Studies, Historical Urban and Community Structure Studies
8446	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
8447	VIII.C	Governmental Structures, Policies, and Capabilities, Statistics on Government Operations
8448	VIII.C	Governmental Structures, Policies, and Capabilities, Statistics on Government Operations
8449	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8450	XVII.A	Social Institutions and Behavior, Minorities and Race Relations
8451	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8452	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
8453	XVI.B	Social Indicators, Nations Other Than the United States
8454	XVI.B	Social Indicators, Nations Other Than the United States
8455	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8456	I.A.2	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Housing Survey Series
8457	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
8458	VI.A	Elites and Leadership, United States
8459	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8460	IX	Health Care and Health Facilities
8461	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8462	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8463	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
8464	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
8465	I.A.1.c	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1980 Census
8466	IX	Health Care and Health Facilities
8467	XVI.B	Social Indicators, Nations Other Than the United States
8468	IX	Health Care and Health Facilities
8469	IX	Health Care and Health Facilities
8470	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8471	I.A.1.c	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 1980 Census
8472	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8473	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8474	IX	Health Care and Health Facilities
8475	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
8476	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
8477	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
8479	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
8480	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8481	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8482	VIII.C	Governmental Structures, Policies, and Capabilities, Statistics on Government Operations
8483	VIII.C	Governmental Structures, Policies, and Capabilities, Statistics on Government Operations
8484	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8487	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
8488	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8489	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8490	XVI.B	Social Indicators, Nations Other Than the United States
8491	XVI.A	Social Indicators, United States
8492	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
8493	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
8494	IX	Health Care and Health Facilities
8495	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8496	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8497	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8498	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8499	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8500	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8501	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8502	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8503	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8504	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8505	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
8506	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
8507	IX	Health Care and Health Facilities
8508	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8509	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
8510	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
8511	XIV.A.1	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Primaries, Conventions, and Campaigns
