study	subject
7209	political attitudes
7209	political behavior
7209	political ethics
7209	political influence
7209	political leaders
7209	political perceptions
7209	political representation
7209	politicians
7209	state legislators
7210	campaign issues
7210	candidates
7210	Dewey, Thomas
7210	elections
7210	national economy
7210	national elections
7210	party membership
7210	political affiliation
7210	political awareness
7210	poitical campaigns
7210	political issues
7210	political parties
7210	Roosevelt, Franklin D.
7210	presidential election
7210	voter expectations
7210	voting behavior
7210	World War II
7211	cost of living
7211	elections
7211	foreign policy
7211	Marshall Plan
7211	national issues
7211	party membership
7211	political affiliation
7211	post-war measures
7211	Truman Administration (1945-1953)
7211	Truman, Harry S.
7211	voter attitudes
7211	voting behavior
7212	cost of living
7212	national elections
7212	political attitudes
7212	political campaigns
7212	political issues
7212	political parties
7212	presidential performance
7212	public opinion
7212	Truman, Harry S.
7212	voting behavior
7213	candidates
7213	congressional elections
7213	domestic policy
7213	economic conditions
7213	foreign policy
7213	government performance
7213	information sources
7213	national elections
7213	political affiliation
7213	political attitudes
7213	political campaigns
7213	political efficacy
7213	political issues
7213	political participation
7213	presidential elections
7213	public approval
7213	public opinion
7213	special interest groups
7213	Truman Administration (1945-1953)
7213	trust in government
7213	voter expectations
7213	voting behavior
7214	candidates
7214	congressional elections
7214	domestic policy
7214	economic conditions
7214	Eisenhower Administration (1953-1961)
7214	foreign policy
7214	government performance
7214	information sources
7214	national elections
7214	political affiliation
7214	political attitudes
7214	political campaigns
7214	political efficacy
7214	political issues
7214	political participation
7214	public approval
7214	public opinion
7214	special interest groups
7214	trust in government
7214	voter expectations
7214	voting behavior
7215	candidates
7215	congressional elections
7215	domestic policy
7215	economic conditions
7215	Eisenhower Administration (1953-1961)
7215	foreign policy
7215	government performance
7215	information sources
7215	national elections
7215	political affiliation
7215	political attitudes
7215	political campaigns
7215	political efficacy
7215	political issues
7215	political participation
7215	public approval
7215	public opinion
7215	special interest groups
7215	trust in government
7215	voter expectations
7215	voter history
7215	voting behavior
7216	candidates
7216	congressional elections
7216	domestic policy
7216	economic conditions
7216	Eisenhower Administration (1953-1961)
7216	foreign policy
7216	government performance
7216	information sources
7216	national elections
7216	political affiliation
7216	political attitudes
7216	political campaigns
7216	political efficacy
7216	political issues
7216	political participation
7216	presidential elections
7216	public approval
7216	public opinion
7216	special interest groups
7216	trust in government
7216	voter expectations
7216	voter history
7216	voting behavior
7217	candidates
7217	congressional elections
7217	domestic policy
7217	economic conditions
7217	foreign policy
7217	government performance
7217	information sources
7217	Kennedy Administration (1961-1963)
7217	national elections
7217	political affiliation
7217	political attitudes
7217	political campaigns
7217	political efficacy
7217	political issues
7217	political participation
7217	presidential elections
7217	public approval
7217	public opinion
7217	special interest groups
7217	trust in government
7217	voter expectations
7217	voter history
7217	voting behavior
7218	candidates
7218	congressional elections
7218	domestic policy
7218	economic conditions
7218	foreign policy
7218	government performance
7218	information sources
7218	national elections
7218	political affiliation
7218	political attitudes
7218	political campaigns
7218	political efficacy
7218	political issues
7218	political participation
7218	presidential elections
7218	public approval
7218	public opinion
7218	public policy
7218	special interest groups
7218	Truman Administration (1945-1953)
7218	trust in government
7218	voter expectations
7218	voter history
7218	voting behavior
7219	Acheson, Dean
7219	church membership
7219	elections
7219	federal government
7219	foreign affairs
7219	foreign policy
7219	international relations
7219	international conflict
7219	Korean War
7219	MacArthur, Douglas
7219	military operations
7219	party affiliation
7219	perceptions
7219	political attitudes
7219	public opinion
7219	socioeconomic status
7219	Truman Administration (1945-1953)
7219	Truman, Harry S.
7219	voter attitudes
7219	voter history
7219	voters
7219	voting behavior
7220	business conditions
7220	economic conditions
7220	economic behavior
7220	party affiliation
7220	personal finances
7220	prediction
7220	presidential elections
7220	public opinion
7220	voter attitudes
7220	voter history
7220	voting behavior
7221	Eisenhower Administration (1953-1961)
7221	Eisenhower, Dwight
7221	elections
7221	domestic policy
7221	federal government
7221	foreign affairs
7221	foreign policy
7221	McCarthy, Joseph
7221	political affiliation
7221	presidential elections
7221	public opinion
7221	Stevenson, Adlai
7221	voter attitudes
7221	voter history
7221	voting behavior
7222	candidates
7222	congressional elections
7222	consumer attitudes
7222	domestic policy
7222	economic conditions
7222	Eisenhower Administration (1953-1961)
7222	foreign policy
7222	government performance
7222	national elections
7222	political affiliation
7222	political attitudes
7222	political campaigns
7222	political efficacy
7222	political issues
7222	political participation
7222	presidential elections
7222	public approval
7222	public opinion
7222	special interest groups
7222	trust in government
7222	voter expectations
7222	voter history
7222	voting behavior
7223	Christianity
7223	cultural beliefs
7223	ethics
7223	families
7223	family life
7223	family relationships
7223	family size
7223	home environment
7223	household composition
7223	industrialization
7223	leisure
7223	living conditions
7223	optimism
7223	perceptions
7223	pessimism
7223	recreation
7223	religious attitudes
7223	religious beliefs
7223	rural population
7223	social interaction
7223	socioeconomic status
7223	social values
7223	urban populations
7223	urbanization
7225	campaign issues
7225	national elections
7225	political affiliation
7225	political campaigns
7225	political efficacy
7225	political participation
7225	political parties
7225	trust in government
7225	voter attitudes
7225	voting behavior
7226	campaign issues
7226	campaign strategies
7226	candidates
7226	civil rights
7226	communication
7226	congressional candidates
7226	congressional districts
7226	congressional elections (US House)
7226	decision making
7226	demographic characteristics
7226	election districts
7226	electoral behavior
7226	foreign policy
7226	government elites
7226	legislators
7226	national elections
7226	perceptions
7226	party membership
7226	political affiliation
7226	political elites
7226	political ideologies
7226	political issues
7226	political partisanship
7226	political perceptions
7226	political representation
7226	politicians
7226	roll call data
7226	social welfare
7226	United States Congress
7226	United States House of Representatives
7226	voting behavior
7228	instruction
7228	instructional materials
7228	statistics
7229	civil service
7229	employment
7229	government employees
7229	jobs
7229	occupations
7229	students
7229	values
7229	work attitudes
7230	beliefs
7230	business conditions
7230	Cold War
7230	consumer attitudes
7230	consumer behavior
7230	demographic characteristics
7230	economy
7230	family income
